"Lot","LOG10Nmax","Var_LOG10Nmax_CRR"
934,8.76228559907859,0.3375
935,8.97383243386779,0.344
936,9.17929660604863,0.3288
937,9.3708361556197,0.3388
938,8.76165845071577,0.338
939,8.26667515696657,0.3358
940,8.30972040633524,0.3322
941,9.04745092689469,0.3291
942,8.68619740949505,0.3402
943,9.11661662932138,0.3303
944,9.14814096098635,0.3398
945,9.17492862980871,0.333
946,9.32416075727751,0.3379
947,9.16336052984934,0.3354
948,8.88964966015362,0.3295
949,8.67266312541388,0.3293
950,9.12868795529865,0.3257
951,8.86615114608655,0.3414
952,8.62940094152936,0.336
953,8.60690834013717,0.3353
954,9.05417331707012,0.3324
955,9.27354671649775,0.336
956,8.601347055791,0.3341
957,9.20054404662296,0.3386
958,8.99865817779842,0.336
959,8.93875911751579,0.3356
960,8.98995260314403,0.3249
961,8.88549087134137,0.3304
962,9.23677627134797,0.3281
963,9.25573763896835,0.3345
964,9.42273647457866,0.339
965,9.08758662785599,0.328
966,8.96760924328548,0.3289
967,8.86498432902099,0.3327
968,8.67792298822193,0.3332
969,8.71912330949621,0.3335
970,9.3113498843138,0.3344
971,9.21739745187818,0.334
972,9.14794322555493,0.3318
973,8.14877260293902,0.3365
974,9.4168795974102,0.3388
975,8.92577057212491,0.3305
976,8.96619560490127,0.3419
977,9.20715164215316,0.3327
978,8.81226968043465,0.3393
979,8.84440469508529,0.3322
980,8.5706691153201,0.3279
981,8.88137869607445,0.3324
982,9.25883307565237,0.3365
983,9.02042979365216,0.3405
984,8.83940919922777,0.327
985,8.98798554300162,0.3345
986,9.24307291988821,0.3372
987,8.97151346446424,0.3356
988,9.32364559189859,0.3352
989,9.38756565366092,0.3285
990,9.1144966823085,0.3425
991,8.902703718415,0.3258
992,9.2932650287488,0.3278
993,9.05383749917605,0.3407
994,9.18219321095419,0.3305
995,9.33883557891436,0.3303
996,9.00263548511714,0.3231
997,9.17397979409572,0.3475
998,9.25900166310032,0.3294
999,9.26985107935707,0.333
1000,9.32138769324967,0.3404
