"Lot","temp","var_temp_CRR"
938,3.66440320309716,0.3374
939,2.76115874274633,0.3349
940,2.82804935126522,0.3315
941,4.40886141492565,0.3292
942,3.50269078335421,0.3391
943,4.63204534844749,0.3308
944,4.74116951593061,0.3402
945,4.8379504704318,0.3335
946,5.46194976011039,0.3386
947,4.79568021844575,0.3354
948,3.9681161888385,0.3296
949,3.47485438032514,0.3291
950,4.67324621180272,0.3269
951,3.90921272142384,0.3409
952,3.3880519727062,0.3342
953,3.34416471182208,0.3341
954,4.42964696286738,0.333
955,5.23164697874388,0.3364
956,3.33343859052262,0.3325
957,4.93425357850055,0.339
958,4.26332389365786,0.3359
959,4.09639749480278,0.3353
960,4.23829454371352,0.3247
961,3.95757907013339,0.3304
962,5.07731482696869,0.3283
963,5.15567017614802,0.3347
964,6.0051765035318,0.3403
965,4.5357880245725,0.3284
966,4.17527759977866,0.3286
967,3.90632747720825,0.3322
968,3.4856326956695,0.3326
969,3.57184992710416,0.3325
970,5.40144988423062,0.3352
971,4.99975669039846,0.3343
972,4.74046934618683,0.3317
973,2.58568227251667,0.3351
974,5.96692417912707,0.3397
975,4.06175790937535,0.3304
976,4.17134833524499,0.3417
977,4.959725742337,0.3328
978,3.77967569581547,0.3389
979,3.85603531789169,0.3324
980,3.27512663519923,0.3266
981,3.94720808061052,0.3323
982,5.16870531427162,0.3374
983,4.32713613454293,0.3404
984,3.8439943471551,0.3267
985,4.23267661853803,0.3345
986,5.10305589058023,0.3374
987,4.18616474495519,0.3358
988,5.4594850320623,0.3356
989,5.7905466127449,0.329
990,4.62488255715916,0.3426
991,4.00151347370984,0.3255
992,5.31868244037788,0.3284
993,4.42860421578215,0.3409
994,4.86487706400768,0.3307
995,5.53335338335923,0.3307
996,4.27485028063872,0.3227
997,4.83445550484342,0.348
998,5.16941727006847,0.3302
999,5.21568238342442,0.3337
1000,5.448714641512,0.341
